Size	Type	ID	Path
220	ANIM	800b3ee4-2fed-442f-ba44-1a1c7c9d2fa0	Characters/Player/Donkey_Kong/exportData/add_head_tracking_halfup_reverse_DK.800b3ee4-2fed-442f-ba44-1a1c7c9d2fa0.anim
236	ANIM	44bee3dd-5725-46db-85b6-87391db55c1c	Characters/Player/Donkey_Kong/exportData/add_head_tracking_l_DK.44bee3dd-5725-46db-85b6-87391db55c1c.anim
236	ANIM	4750e2c5-dc66-4f42-8220-52df3ee161d4	Characters/Player/Donkey_Kong/exportData/add_head_tracking_r_DK.4750e2c5-dc66-4f42-8220-52df3ee161d4.anim
236	ANIM	a2f1e29c-b3f9-4865-889a-6493112888dd	Characters/Player/Donkey_Kong/exportData/add_head_tracking_up_DK.a2f1e29c-b3f9-4865-889a-6493112888dd.anim
220	ANIM	e1adaadc-9105-4768-9d27-53ddfc1fc6de	Characters/Player/Donkey_Kong/exportData/add_head_tracking_up_reverse_DK.e1adaadc-9105-4768-9d27-53ddfc1fc6de.anim
12204	ANIM	495a5dc0-52c9-47d9-8a11-96aa291f1709	Characters/Player/Donkey_Kong/exportData/B_180_Turn_DK.495a5dc0-52c9-47d9-8a11-96aa291f1709.anim
12204	ANIM	d86ded42-7127-4e2d-8f79-f4d947d20fa8	Characters/Player/Donkey_Kong/exportData/B_180_Turn_L_DK.d86ded42-7127-4e2d-8f79-f4d947d20fa8.anim
5644	ANIM	e0482bcd-3bf3-4c2e-b762-aae8e2dd39f4	Characters/Player/Donkey_Kong/exportData/B_burn_out_2_idle_1_DK.e0482bcd-3bf3-4c2e-b762-aae8e2dd39f4.anim
8784	ANIM	bd0b94fe-9dfb-4431-844c-ea3a1162a81f	Characters/Player/Donkey_Kong/exportData/B_burn_out_2_idle_2_DK.bd0b94fe-9dfb-4431-844c-ea3a1162a81f.anim
6132	ANIM	b54d2455-5136-420a-a550-ce03aaf6c72d	Characters/Player/Donkey_Kong/exportData/B_burn_out_DK.b54d2455-5136-420a-a550-ce03aaf6c72d.anim
4552	ANIM	dd2178ef-6fc7-4a39-a409-d273db2d2f2c	Characters/Player/Donkey_Kong/exportData/b_burn_out_start_1a_DK.dd2178ef-6fc7-4a39-a409-d273db2d2f2c.anim
5288	ANIM	9a0ba3e9-00f3-4b1c-915c-d8355d201e48	Characters/Player/Donkey_Kong/exportData/b_burn_out_start_2a_DK.9a0ba3e9-00f3-4b1c-915c-d8355d201e48.anim
6580	ANIM	9860741f-d6c0-40e6-8cda-af673825dc9a	Characters/Player/Donkey_Kong/exportData/B_crouch_2_hang1_DK.9860741f-d6c0-40e6-8cda-af673825dc9a.anim
6768	ANIM	ef7a424c-ccf4-4355-8541-982f7c21803e	Characters/Player/Donkey_Kong/exportData/B_crouch_2_hang2_DK.ef7a424c-ccf4-4355-8541-982f7c21803e.anim
6128	ANIM	e14b154d-29a3-49a1-994f-fd5077ae3709	Characters/Player/Donkey_Kong/exportData/B_crouch_2_idle_DK.e14b154d-29a3-49a1-994f-fd5077ae3709.anim
5456	ANIM	434a18ce-b23f-428f-a51e-185de70380a4	Characters/Player/Donkey_Kong/exportData/B_crouch_2_perch1_DK.434a18ce-b23f-428f-a51e-185de70380a4.anim
5240	ANIM	44100cdd-a6d8-468c-b9a8-0d95359bf076	Characters/Player/Donkey_Kong/exportData/B_crouch_2_perch2_DK.44100cdd-a6d8-468c-b9a8-0d95359bf076.anim
5128	ANIM	46ea71f1-b27b-4e3f-9bdf-3699eca31b09	Characters/Player/Donkey_Kong/exportData/B_crouch_DK.46ea71f1-b27b-4e3f-9bdf-3699eca31b09.anim
5144	ANIM	bc9d3001-93d2-4061-a2c6-ac5dd1867ba6	Characters/Player/Donkey_Kong/exportData/B_crouch_hang1_DK.bc9d3001-93d2-4061-a2c6-ac5dd1867ba6.anim
5448	ANIM	8b1c0671-7c88-4540-ac2b-29146c00da89	Characters/Player/Donkey_Kong/exportData/B_crouch_hang2_DK.8b1c0671-7c88-4540-ac2b-29146c00da89.anim
4364	ANIM	a51f4615-140f-4029-bd54-246e8c0b3ffb	Characters/Player/Donkey_Kong/exportData/B_crouch_perch1_DK.a51f4615-140f-4029-bd54-246e8c0b3ffb.anim
4440	ANIM	93fbb720-fa59-4649-94b1-4294d51f87ae	Characters/Player/Donkey_Kong/exportData/B_crouch_perch2_DK.93fbb720-fa59-4649-94b1-4294d51f87ae.anim
1488	ANIM	ba8889a1-67cb-4fcd-b270-4b5cac95e705	Characters/Player/Donkey_Kong/exportData/B_death_05_flash_DK.ba8889a1-67cb-4fcd-b270-4b5cac95e705.anim
27048	ANIM	37d0853a-1bda-4738-98e8-7f836fddcb20	Characters/Player/Donkey_Kong/exportData/B_death_fling_DK.37d0853a-1bda-4738-98e8-7f836fddcb20.anim
1628	ANIM	b28e6801-3dcc-406a-a602-d37ce4392bd3	Characters/Player/Donkey_Kong/exportData/B_death_fling_loop_DK.b28e6801-3dcc-406a-a602-d37ce4392bd3.anim
7108	ANIM	c844209b-58b2-485b-99f2-522f2b008830	Characters/Player/Donkey_Kong/exportData/B_death_lava_DK.c844209b-58b2-485b-99f2-522f2b008830.anim
7108	ANIM	9649002b-89c5-401c-892d-f37253d6b03d	Characters/Player/Donkey_Kong/exportData/B_death_water_DK.9649002b-89c5-401c-892d-f37253d6b03d.anim
25064	ANIM	8cfe9f13-fb97-468f-97ab-fc0cbba5b736	Characters/Player/Donkey_Kong/exportData/B_fidget_01_DK.8cfe9f13-fb97-468f-97ab-fc0cbba5b736.anim
25124	ANIM	760cf2ef-cc3d-40e4-b250-e85c46095c4d	Characters/Player/Donkey_Kong/exportData/B_fidget_DS_01_DK.760cf2ef-cc3d-40e4-b250-e85c46095c4d.anim
76980	ANIM	a918badc-f874-4deb-a6bf-598eca175dfe	Characters/Player/Donkey_Kong/exportData/B_fidget_DS_into_01_DK.a918badc-f874-4deb-a6bf-598eca175dfe.anim
12564	ANIM	2726505c-2b98-43a6-8ce0-4310ea253192	Characters/Player/Donkey_Kong/exportData/B_fidget_DS_outof_01_DK.2726505c-2b98-43a6-8ce0-4310ea253192.anim
8108	ANIM	3ddc1200-c80a-42cb-abc2-55784d6f362c	Characters/Player/Donkey_Kong/exportData/B_groundPound_roll_2_run_DK.3ddc1200-c80a-42cb-abc2-55784d6f362c.anim
2192	ANIM	78fa96f4-7535-427a-8ef6-c366debcd7ec	Characters/Player/Donkey_Kong/exportData/B_groundPound_roll_DK.78fa96f4-7535-427a-8ef6-c366debcd7ec.anim
4312	ANIM	73743024-f918-4b7e-843e-c2b87ce98731	Characters/Player/Donkey_Kong/exportData/B_groundPound_roll2skid_DK.73743024-f918-4b7e-843e-c2b87ce98731.anim
8536	ANIM	bf4153ea-0dd7-49cf-a406-0a7eafa49768	Characters/Player/Donkey_Kong/exportData/B_groundPound2roll_DK.bf4153ea-0dd7-49cf-a406-0a7eafa49768.anim
5144	ANIM	4b6c65ab-d515-45c1-9bb6-7471513ff9b7	Characters/Player/Donkey_Kong/exportData/B_hang1_2_crouch_DK.4b6c65ab-d515-45c1-9bb6-7471513ff9b7.anim
3172	ANIM	50951bb4-2304-4a32-a50c-fddc085f5be6	Characters/Player/Donkey_Kong/exportData/B_hang1_jump_into_R_DK.50951bb4-2304-4a32-a50c-fddc085f5be6.anim
9012	ANIM	6cb61445-00a8-42b0-a2ab-c42806c475cc	Characters/Player/Donkey_Kong/exportData/B_hang1_jump_land_R_DK.6cb61445-00a8-42b0-a2ab-c42806c475cc.anim
6604	ANIM	79fde99c-9c1b-48d6-89c7-3f398c0acd79	Characters/Player/Donkey_Kong/exportData/B_hang1_mount_reaction_r_DK.79fde99c-9c1b-48d6-89c7-3f398c0acd79.anim
5396	ANIM	8ef67baf-c790-454e-b40b-2416243c53df	Characters/Player/Donkey_Kong/exportData/B_hang2_2_crouch_DK.8ef67baf-c790-454e-b40b-2416243c53df.anim
3328	ANIM	88d1f7d5-b416-40c7-ba97-93c744d891f7	Characters/Player/Donkey_Kong/exportData/B_hang2_jump_into_R_DK.88d1f7d5-b416-40c7-ba97-93c744d891f7.anim
9732	ANIM	09888fea-60b7-4cf1-8f63-9d94becb519d	Characters/Player/Donkey_Kong/exportData/B_hang2_jump_land_R_DK.09888fea-60b7-4cf1-8f63-9d94becb519d.anim
6648	ANIM	ea088eca-b35a-44b6-af98-132259add178	Characters/Player/Donkey_Kong/exportData/B_hang2_mount_reaction_r_DK.ea088eca-b35a-44b6-af98-132259add178.anim
12144	ANIM	d6e5fa5d-84c2-45fc-a7dc-7797107e1af1	Characters/Player/Donkey_Kong/exportData/B_head_bounce_180_turn_DK.d6e5fa5d-84c2-45fc-a7dc-7797107e1af1.anim
12272	ANIM	1e4d9a4e-52fa-4243-ac67-23159e64cebf	Characters/Player/Donkey_Kong/exportData/B_head_bounce_180_turn_L_DK.1e4d9a4e-52fa-4243-ac67-23159e64cebf.anim
28252	ANIM	29143149-4d37-4be1-bbbf-cceaa0475bf2	Characters/Player/Donkey_Kong/exportData/B_head_bounce_DK.29143149-4d37-4be1-bbbf-cceaa0475bf2.anim
33688	ANIM	e9e77fa7-6c09-4fe8-bd12-ae016dde600b	Characters/Player/Donkey_Kong/exportData/B_head_Bounce_high1_DK.e9e77fa7-6c09-4fe8-bd12-ae016dde600b.anim
29436	ANIM	3860b487-3b15-4ee1-a7b3-8d67c9c929c5	Characters/Player/Donkey_Kong/exportData/B_head_bounce02_DK.3860b487-3b15-4ee1-a7b3-8d67c9c929c5.anim
29192	ANIM	85483cb1-5d8a-4eba-b71b-00172710a761	Characters/Player/Donkey_Kong/exportData/B_head_bounce03_DK.85483cb1-5d8a-4eba-b71b-00172710a761.anim
1488	ANIM	0e0f9144-cd27-487b-b4d2-6d5fd1d76803	Characters/Player/Donkey_Kong/exportData/B_hit_spark_root_facing_DK.0e0f9144-cd27-487b-b4d2-6d5fd1d76803.anim
35996	ANIM	68dabe15-ba2b-455d-a286-e3843a8face0	Characters/Player/Donkey_Kong/exportData/B_hurled_air_DK.68dabe15-ba2b-455d-a286-e3843a8face0.anim
3028	ANIM	90629508-0d62-4775-86e8-0f6e9c60f71d	Characters/Player/Donkey_Kong/exportData/B_hurled_into_DK.90629508-0d62-4775-86e8-0f6e9c60f71d.anim
9024	ANIM	492d7ea6-69cb-43ed-9382-7247fa301786	Characters/Player/Donkey_Kong/exportData/B_hurled_landing_DK.492d7ea6-69cb-43ed-9382-7247fa301786.anim
13472	ANIM	ff6dd02f-7b57-4f9c-8b47-650734b46aa1	Characters/Player/Donkey_Kong/exportData/B_hurled_launch_DK.ff6dd02f-7b57-4f9c-8b47-650734b46aa1.anim
5104	ANIM	5ae7dbce-b12c-406c-9fbf-8cac985fb106	Characters/Player/Donkey_Kong/exportData/B_idle_2_crouch_DK.5ae7dbce-b12c-406c-9fbf-8cac985fb106.anim
13008	ANIM	8d620d3e-7aed-4b46-a4b1-a2634dfd7562	Characters/Player/Donkey_Kong/exportData/B_idle_30_C_DK.8d620d3e-7aed-4b46-a4b1-a2634dfd7562.anim
35600	ANIM	6c5c953f-35c5-4332-83d5-909b57c285f5	Characters/Player/Donkey_Kong/exportData/B_idle_C_DK.6c5c953f-35c5-4332-83d5-909b57c285f5.anim
6612	ANIM	31f1911e-c4a8-42f5-9413-1537163ca646	Characters/Player/Donkey_Kong/exportData/B_idle_hang1_l_turn_DK.31f1911e-c4a8-42f5-9413-1537163ca646.anim
11712	ANIM	4e0a2161-f466-4722-a241-06b63a7280cf	Characters/Player/Donkey_Kong/exportData/B_idle_hang1_r_DK.4e0a2161-f466-4722-a241-06b63a7280cf.anim
6616	ANIM	e1269778-47f8-4ecb-8114-bb6a66ef5a19	Characters/Player/Donkey_Kong/exportData/B_idle_hang1_r_turn_DK.e1269778-47f8-4ecb-8114-bb6a66ef5a19.anim
7068	ANIM	14fe65e5-8b75-4f5b-8e86-6524b08c65cd	Characters/Player/Donkey_Kong/exportData/B_idle_hang2_l_turn_DK.14fe65e5-8b75-4f5b-8e86-6524b08c65cd.anim
11944	ANIM	746adf3a-c111-4f7e-8a59-b75f9487daf3	Characters/Player/Donkey_Kong/exportData/B_idle_hang2_r_DK.746adf3a-c111-4f7e-8a59-b75f9487daf3.anim
7084	ANIM	7ede69c9-5525-4454-8840-b01dc8d5b13b	Characters/Player/Donkey_Kong/exportData/B_idle_hang2_r_turn_DK.7ede69c9-5525-4454-8840-b01dc8d5b13b.anim
6676	ANIM	6064552d-a074-4917-af2b-d41e6c8d8675	Characters/Player/Donkey_Kong/exportData/B_idle_perch1_l_turn_DK.6064552d-a074-4917-af2b-d41e6c8d8675.anim
13324	ANIM	34d44cb5-80e2-4ff8-88aa-d7bd44e8d7bc	Characters/Player/Donkey_Kong/exportData/B_idle_perch1_r_DK.34d44cb5-80e2-4ff8-88aa-d7bd44e8d7bc.anim
6644	ANIM	88367086-03b4-4f05-99aa-c3ed3921c49c	Characters/Player/Donkey_Kong/exportData/B_idle_perch1_r_turn_DK.88367086-03b4-4f05-99aa-c3ed3921c49c.anim
7196	ANIM	5cd74da4-86b4-4a66-83a6-8359178f4a4e	Characters/Player/Donkey_Kong/exportData/B_idle_perch2_l_turn_DK.5cd74da4-86b4-4a66-83a6-8359178f4a4e.anim
12984	ANIM	75fbeda6-446c-41b8-b7b7-f62fa0f6e1d5	Characters/Player/Donkey_Kong/exportData/B_idle_perch2_r_DK.75fbeda6-446c-41b8-b7b7-f62fa0f6e1d5.anim
7204	ANIM	650ccc01-7390-43e3-a3e7-dd72a7125f1e	Characters/Player/Donkey_Kong/exportData/B_idle_perch2_r_turn_DK.650ccc01-7390-43e3-a3e7-dd72a7125f1e.anim
14512	ANIM	d4f27993-f746-40e5-ac08-b984d0558f24	Characters/Player/Donkey_Kong/exportData/B_idle_perch3_alt_r_DK.d4f27993-f746-40e5-ac08-b984d0558f24.anim
15044	ANIM	92856542-9713-4fc0-b813-e0ddef53cc77	Characters/Player/Donkey_Kong/exportData/B_idle_perch3_offbalance_alt_r_DK.92856542-9713-4fc0-b813-e0ddef53cc77.anim
14152	ANIM	b8e7f059-2c33-40a9-a9e4-81115b25ad0e	Characters/Player/Donkey_Kong/exportData/B_idle_walk_hang_DK.b8e7f059-2c33-40a9-a9e4-81115b25ad0e.anim
12936	ANIM	c441d386-5641-434a-81bd-90b6e4fe9fc0	Characters/Player/Donkey_Kong/exportData/B_idle_walk_hang1_DK.c441d386-5641-434a-81bd-90b6e4fe9fc0.anim
13208	ANIM	941e46a5-c6eb-4f44-8710-879cd5239931	Characters/Player/Donkey_Kong/exportData/B_idle_walk_hang2_DK.941e46a5-c6eb-4f44-8710-879cd5239931.anim
14152	ANIM	75a1edba-d67d-4204-86ba-6bc7a482437a	Characters/Player/Donkey_Kong/exportData/B_idle_walk_perch_DK.75a1edba-d67d-4204-86ba-6bc7a482437a.anim
14564	ANIM	767a0bfa-0e1a-4aee-8a57-253b833a73f6	Characters/Player/Donkey_Kong/exportData/B_idle_walk_perch1_DK.767a0bfa-0e1a-4aee-8a57-253b833a73f6.anim
14104	ANIM	5d510263-9bcc-4300-81c2-389d997ff52b	Characters/Player/Donkey_Kong/exportData/B_idle_walk_perch2_DK.5d510263-9bcc-4300-81c2-389d997ff52b.anim
8824	ANIM	53b44788-76a7-4fad-80ec-d49b6f837fb6	Characters/Player/Donkey_Kong/exportData/B_idle_wall_lean_C_DK.53b44788-76a7-4fad-80ec-d49b6f837fb6.anim
1140	ANIM	09072f2b-2e09-47e6-875c-3a61dbd97823	Characters/Player/Donkey_Kong/exportData/B_invis_sync_teleport_C_DK.09072f2b-2e09-47e6-875c-3a61dbd97823.anim
3724	ANIM	c998e7e2-a58b-4ec2-8b8b-9e5023559b87	Characters/Player/Donkey_Kong/exportData/B_invis_sync_teleport_into_DK.c998e7e2-a58b-4ec2-8b8b-9e5023559b87.anim
1140	ANIM	1df68a8d-e62a-4cc1-9b3b-7d1f3a942ef5	Characters/Player/Donkey_Kong/exportData/B_invis_sync_teleport_out_DK.1df68a8d-e62a-4cc1-9b3b-7d1f3a942ef5.anim
16744	ANIM	e414efb8-72a3-4635-95a9-343a4c88c998	Characters/Player/Donkey_Kong/exportData/B_jog_C_R_DK.e414efb8-72a3-4635-95a9-343a4c88c998.anim
11404	ANIM	ab006726-697d-44a8-b9c8-545feb312432	Characters/Player/Donkey_Kong/exportData/B_jog_fast_C_R_DK.ab006726-697d-44a8-b9c8-545feb312432.anim
9152	ANIM	f89dec91-2ef3-4dd4-a894-8bb8de7ffbee	Characters/Player/Donkey_Kong/exportData/B_jump_2_ceiling_hit_DK.f89dec91-2ef3-4dd4-a894-8bb8de7ffbee.anim
22244	ANIM	63b515a5-3a17-43fe-86f4-f14b082f9374	Characters/Player/Donkey_Kong/exportData/B_jump_2_ceiling_hit_fall_DK.63b515a5-3a17-43fe-86f4-f14b082f9374.anim
9112	ANIM	62840836-e0db-4344-9443-80ea15693266	Characters/Player/Donkey_Kong/exportData/B_jump_2_wall_hit_DK.62840836-e0db-4344-9443-80ea15693266.anim
35268	ANIM	1dfa4b43-87b0-4e54-993a-8cf20b78700f	Characters/Player/Donkey_Kong/exportData/B_jump_2_wall_hit_fall_DK.1dfa4b43-87b0-4e54-993a-8cf20b78700f.anim
9176	ANIM	cda4db6f-bb63-49ea-8347-ddf03ceeb103	Characters/Player/Donkey_Kong/exportData/B_jump_2_wall_light_hit_DK.cda4db6f-bb63-49ea-8347-ddf03ceeb103.anim
36508	ANIM	e9185dba-65c1-465e-ac8b-589c18f52f9b	Characters/Player/Donkey_Kong/exportData/B_jump_2_wall_light_hit_fall_DK.e9185dba-65c1-465e-ac8b-589c18f52f9b.anim
14324	ANIM	0717aafb-62e4-41c2-a866-b7ec0e5a54f7	Characters/Player/Donkey_Kong/exportData/B_jump_knockback_DK.0717aafb-62e4-41c2-a866-b7ec0e5a54f7.anim
14324	ANIM	1179c31f-fb62-482b-9754-c597712900f4	Characters/Player/Donkey_Kong/exportData/B_jump_knockback_no_dam_DK.1179c31f-fb62-482b-9754-c597712900f4.anim
14208	ANIM	dbba14c1-23b0-44ea-9a4f-67aa388ccb21	Characters/Player/Donkey_Kong/exportData/B_jump_knockforward_DK.dbba14c1-23b0-44ea-9a4f-67aa388ccb21.anim
14208	ANIM	94ab474d-46bf-4726-936a-e7edad0bec09	Characters/Player/Donkey_Kong/exportData/B_jump_knockforward_no_dam_DK.94ab474d-46bf-4726-936a-e7edad0bec09.anim
6472	ANIM	0aba21c8-84e3-4e2e-bcb5-db11f53af41d	Characters/Player/Donkey_Kong/exportData/B_jump_on_DK_R_DK.0aba21c8-84e3-4e2e-bcb5-db11f53af41d.anim
13044	ANIM	96887fdd-f4f7-47a7-be69-2d7638cafa46	Characters/Player/Donkey_Kong/exportData/B_jump01_180_turn_Dk.96887fdd-f4f7-47a7-be69-2d7638cafa46.anim
13240	ANIM	1ec2cc9c-d773-44c6-bcdc-42a5ee1fc282	Characters/Player/Donkey_Kong/exportData/B_jump01_180_turn_L_Dk.1ec2cc9c-d773-44c6-bcdc-42a5ee1fc282.anim
16120	ANIM	7a5aa360-19ac-45c9-8f4f-928df3a61095	Characters/Player/Donkey_Kong/exportData/B_jump01_air_DK.7a5aa360-19ac-45c9-8f4f-928df3a61095.anim
3120	ANIM	0b6c73af-2f8c-4e1a-bd3a-2dd2ff14ef0f	Characters/Player/Donkey_Kong/exportData/B_jump01_into_DK.0b6c73af-2f8c-4e1a-bd3a-2dd2ff14ef0f.anim
